Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,Region,State,Category,Sub-Category,Sales,Quantity,Discount,Profit
1089,ORD-2089,01/12/2023,01/14/2023,First Class,CUST-1018,Susan Smith,Consumer,United States,West,Washington,Furniture,Chairs,1295.09,6,0.2,344.18
1090,ORD-2090,07/29/2022,07/30/2022,Standard Class,CUST-1058,Jessica Garcia,Consumer,United States,West,Oregon,Office Supplies,Art,1839.62,1,0.4,-544.77
1091,ORD-2091,12/13/2023,12/18/2023,Standard Class,CUST-1204,Robert Miller,Home Office,United States,West,Washington,Office Supplies,Labels,553.54,10,0,157.27
1092,ORD-2092,03/19/2023,03/26/2023,First Class,CUST-1145,Mary Williams,Home Office,United States,East,Pennsylvania,Furniture,Furnishings,936.75,1,0.1,131.57
1093,ORD-2093,11/19/2023,11/22/2023,Same Day,CUST-1287,John Johnson,Home Office,United States,West,Washington,Office Supplies,Binders,1926.75,4,0.1,172.73
1094,ORD-2094,10/21/2022,10/24/2022,First Class,CUST-1191,Sarah Garcia,Home Office,United States,West,Oregon,Technology,Phones,185.95,8,0.15,-3.59
1095,ORD-2095,02/21/2023,02/23/2023,Same Day,CUST-1278,Elizabeth Jones,Corporate,United States,West,Washington,Office Supplies,Storage,1164.62,8,0.15,-107.82
1096,ORD-2096,05/21/2022,05/24/2022,Standard Class,CUST-1176,Sarah Garcia,Home Office,United States,South,North Carolina,Furniture,Bookcases,1850.19,8,0.4,-190.28
1097,ORD-2097,07/08/2023,07/14/2023,Standard Class,CUST-1215,Michael Gonzalez,Consumer,United States,West,Oregon,Technology,Machines,1665.71,10,0.1,561.7
1098,ORD-2098,08/13/2023,08/14/2023,Standard Class,CUST-1167,William Thomas,Home Office,United States,East,Pennsylvania,Technology,Phones,516.89,3,0.3,-68.68
1099,ORD-2099,08/13/2022,08/18/2022,Second Class,CUST-1001,Joseph Jones,Home Office,United States,South,Florida,Technology,Copiers,708.76,2,0.2,140.61
1100,ORD-2100,12/13/2023,12/16/2023,Second Class,CUST-1013,Sarah Brown,Consumer,United States,South,Florida,Furniture,Chairs,491.25,5,0.2,-35.05
1101,ORD-2101,07/10/2022,07/17/2022,First Class,CUST-1207,Patricia Wilson,Consumer,United States,Central,Michigan,Furniture,Tables,1554.38,2,0,599.92
1102,ORD-2102,01/19/2023,01/21/2023,Standard Class,CUST-1252,Karen Jackson,Consumer,United States,Central,Illinois,Office Supplies,Art,614.54,10,0.3,-131.39
1103,ORD-2103,09/19/2022,09/25/2022,First Class,CUST-1252,Patricia Wilson,Consumer,United States,Central,Illinois,Office Supplies,Binders,952.46,7,0.5,-322.71
1104,ORD-2104,05/02/2023,05/05/2023,Same Day,CUST-1173,Patricia Anderson,Consumer,United States,East,New Jersey,Office Supplies,Binders,1092.03,4,0,190.09
1105,ORD-2105,11/14/2022,11/19/2022,Standard Class,CUST-1066,Susan Brown,Home Office,United States,South,North Carolina,Furniture,Bookcases,1556.56,8,0.5,-151.69
1106,ORD-2106,03/12/2022,03/17/2022,First Class,CUST-1300,Sarah Johnson,Consumer,United States,East,New Jersey,Technology,Copiers,370.65,10,0.15,64.98
1107,ORD-2107,10/28/2022,11/04/2022,Standard Class,CUST-1102,Patricia Jones,Corporate,United States,South,Georgia,Furniture,Furnishings,333.86,10,0.15,67.06
1108,ORD-2108,11/01/2023,11/03/2023,Same Day,CUST-1118,William Jackson,Home Office,United States,West,Washington,Furniture,Furnishings,1547.2,5,0,646.41
1109,ORD-2109,05/23/2022,05/25/2022,Same Day,CUST-1011,Jessica Lopez,Home Office,United States,East,New Jersey,Furniture,Tables,1483.31,10,0.3,280.86
1110,ORD-2110,03/05/2023,03/09/2023,Standard Class,CUST-1135,James Williams,Home Office,United States,Central,Illinois,Technology,Phones,76.74,9,0.2,-1.22
1111,ORD-2111,09/07/2022,09/09/2022,First Class,CUST-1286,Michael Anderson,Corporate,United States,South,Georgia,Office Supplies,Labels,250.81,2,0.1,35.94
1112,ORD-2112,08/20/2023,08/24/2023,Same Day,CUST-1006,Elizabeth Jones,Corporate,United States,East,New York,Technology,Accessories,240.54,4,0,98.36
1113,ORD-2113,08/23/2023,08/28/2023,Second Class,CUST-1097,Linda Thomas,Home Office,United States,East,Pennsylvania,Furniture,Bookcases,27.63,3,0.5,-3.97
1114,ORD-2114,04/12/2022,04/14/2022,Second Class,CUST-1262,James Jones,Consumer,United States,South,Florida,Office Supplies,Paper,781.84,9,0.4,-223.93
1115,ORD-2115,08/03/2023,08/05/2023,First Class,CUST-1209,Barbara Davis,Consumer,United States,South,Georgia,Technology,Phones,501.66,7,0.5,-189.58
1116,ORD-2116,01/29/2022,01/31/2022,Same Day,CUST-1261,Linda Jones,Corporate,United States,East,New Jersey,Office Supplies,Art,1346.6,7,0.15,198.73
1117,ORD-2117,05/25/2023,06/01/2023,Second Class,CUST-1021,Sarah Williams,Corporate,United States,West,Washington,Furniture,Bookcases,159.36,1,0.3,1.95
1118,ORD-2118,10/28/2023,11/04/2023,First Class,CUST-1241,Karen Hernandez,Home Office,United States,South,Georgia,Office Supplies,Art,1973.49,5,0.15,-51.99
1119,ORD-2119,04/26/2023,04/29/2023,First Class,CUST-1138,Karen Williams,Corporate,United States,South,Georgia,Technology,Accessories,191.07,6,0.2,11.52
1120,ORD-2120,09/03/2022,09/08/2022,First Class,CUST-1136,Thomas Wilson,Home Office,United States,West,Washington,Office Supplies,Storage,390.62,4,0.15,-8.43
1121,ORD-2121,12/06/2023,12/09/2023,Second Class,CUST-1237,Sarah Hernandez,Home Office,United States,West,Oregon,Technology,Accessories,388.03,6,0.4,-85.63
1122,ORD-2122,10/16/2023,10/18/2023,Second Class,CUST-1201,Jessica Lopez,Corporate,United States,West,Oregon,Furniture,Bookcases,419.41,6,0.5,-34.55
1123,ORD-2123,07/05/2023,07/08/2023,Same Day,CUST-1002,Richard Moore,Consumer,United States,Central,Texas,Technology,Copiers,301.22,2,0.3,26.01
1124,ORD-2124,07/18/2023,07/23/2023,Same Day,CUST-1251,David Johnson,Home Office,United States,Central,Texas,Office Supplies,Art,1644.1,10,0.3,17.72
1125,ORD-2125,11/17/2022,11/18/2022,Standard Class,CUST-1143,Mary Johnson,Consumer,United States,South,North Carolina,Office Supplies,Art,288.06,6,0,45.5
1126,ORD-2126,12/05/2023,12/09/2023,First Class,CUST-1146,Patricia Hernandez,Corporate,United States,Central,Texas,Furniture,Chairs,417.74,10,0.4,30.52
1127,ORD-2127,07/20/2023,07/23/2023,Second Class,CUST-1197,William Davis,Consumer,United States,West,Oregon,Furniture,Bookcases,1683.13,1,0.1,253.87
1128,ORD-2128,08/08/2023,08/14/2023,Second Class,CUST-1124,Linda Wilson,Corporate,United States,East,New Jersey,Furniture,Chairs,1232.12,8,0.15,362.18
1129,ORD-2129,10/14/2022,10/15/2022,Same Day,CUST-1110,Karen Gonzalez,Consumer,United States,West,California,Furniture,Tables,16.31,5,0.4,-1.56
1130,ORD-2130,03/30/2023,04/01/2023,First Class,CUST-1106,John Moore,Home Office,United States,East,Pennsylvania,Office Supplies,Art,1480.94,10,0.2,-56.0
1131,ORD-2131,11/26/2022,11/27/2022,First Class,CUST-1074,Karen Miller,Home Office,United States,South,Florida,Technology,Machines,1003.07,7,0.3,-177.74
1132,ORD-2132,08/01/2022,08/03/2022,Same Day,CUST-1241,Elizabeth Davis,Consumer,United States,South,North Carolina,Furniture,Furnishings,635.28,5,0.2,119.47
1133,ORD-2133,04/09/2023,04/15/2023,Same Day,CUST-1224,Richard Smith,Home Office,United States,West,Washington,Technology,Phones,1602.2,10,0.2,231.79
1134,ORD-2134,09/19/2022,09/22/2022,Second Class,CUST-1019,Jennifer Davis,Corporate,United States,South,Georgia,Furniture,Furnishings,464.83,5,0.15,62.59
1135,ORD-2135,12/26/2023,12/28/2023,First Class,CUST-1232,James Taylor,Consumer,United States,East,Pennsylvania,Furniture,Chairs,193.83,9,0.4,15.02
1136,ORD-2136,07/10/2022,07/12/2022,Standard Class,CUST-1294,James Martin,Home Office,United States,West,Oregon,Office Supplies,Storage,824.83,9,0.1,305.15
1137,ORD-2137,04/27/2023,05/01/2023,Standard Class,CUST-1035,Michael Martin,Consumer,United States,West,Washington,Office Supplies,Labels,1790.89,1,0.1,65.41
1138,ORD-2138,04/19/2023,04/24/2023,Standard Class,CUST-1167,Jennifer Davis,Consumer,United States,West,Washington,Technology,Phones,1524.11,3,0.4,47.67
1139,ORD-2139,02/08/2023,02/10/2023,First Class,CUST-1294,Linda Martin,Corporate,United States,East,Pennsylvania,Technology,Phones,342.33,3,0.2,-27.71
1140,ORD-2140,12/29/2023,12/30/2023,Second Class,CUST-1001,James Gonzalez,Corporate,United States,West,Washington,Office Supplies,Paper,1429.73,10,0.1,86.45
1141,ORD-2141,07/18/2023,07/23/2023,Same Day,CUST-1129,Thomas Lopez,Home Office,United States,South,Georgia,Technology,Copiers,1455.21,8,0.3,-338.99
1142,ORD-2142,05/10/2022,05/17/2022,Same Day,CUST-1196,Elizabeth Brown,Corporate,United States,West,Washington,Technology,Copiers,82.47,10,0,4.32
1143,ORD-2143,05/14/2023,05/16/2023,Second Class,CUST-1155,Robert Anderson,Corporate,United States,Central,Texas,Furniture,Bookcases,1503.12,7,0.1,76.99
1144,ORD-2144,03/26/2023,03/29/2023,Second Class,CUST-1213,Michael Anderson,Consumer,United States,West,California,Furniture,Tables,978.68,8,0.2,129.96
1145,ORD-2145,10/30/2022,11/02/2022,First Class,CUST-1182,Susan Williams,Home Office,United States,West,Oregon,Technology,Phones,115.71,7,0.2,-11.48
1146,ORD-2146,03/11/2022,03/14/2022,First Class,CUST-1031,Patricia Jones,Consumer,United States,South,North Carolina,Furniture,Furnishings,669.59,9,0.15,184.35
1147,ORD-2147,01/25/2022,01/29/2022,First Class,CUST-1189,Karen Hernandez,Consumer,United States,West,Oregon,Technology,Machines,812.79,10,0.5,-168.35
1148,ORD-2148,03/20/2023,03/27/2023,Standard Class,CUST-1079,Charles Taylor,Corporate,United States,East,Pennsylvania,Office Supplies,Art,1032.8,9,0.4,-235.37
1149,ORD-2149,05/28/2022,05/30/2022,Second Class,CUST-1022,David Gonzalez,Consumer,United States,South,Georgia,Technology,Machines,1526.6,2,0.1,186.87
1150,ORD-2150,03/05/2023,03/10/2023,Second Class,CUST-1001,Charles Rodriguez,Consumer,United States,East,New York,Furniture,Tables,395.39,3,0.5,-75.96
1151,ORD-2151,03/09/2022,03/11/2022,First Class,CUST-1241,Joseph Hernandez,Corporate,United States,East,New Jersey,Office Supplies,Art,941.93,8,0.1,328.35
1152,ORD-2152,06/24/2023,06/26/2023,Second Class,CUST-1116,David Martin,Consumer,United States,Central,Illinois,Technology,Machines,1338.83,10,0.5,-313.32
1153,ORD-2153,06/06/2023,06/09/2023,First Class,CUST-1055,Charles Martinez,Consumer,United States,South,North Carolina,Office Supplies,Storage,1002.76,7,0.4,77.13
1154,ORD-2154,04/21/2023,04/23/2023,Same Day,CUST-1291,Susan Gonzalez,Corporate,United States,West,Washington,Furniture,Tables,1852.84,9,0.4,-236.48
1155,ORD-2155,10/01/2023,10/05/2023,Same Day,CUST-1222,Mary Wilson,Consumer,United States,East,Pennsylvania,Furniture,Tables,1897.5,2,0.4,-471.97
1156,ORD-2156,01/15/2023,01/16/2023,Second Class,CUST-1208,Richard Jackson,Corporate,United States,South,Florida,Furniture,Bookcases,622.93,8,0.2,-73.21
1157,ORD-2157,12/11/2022,12/13/2022,Standard Class,CUST-1005,Patricia Williams,Consumer,United States,Central,Michigan,Furniture,Tables,1199.98,7,0.3,-220.72
1158,ORD-2158,12/16/2023,12/22/2023,First Class,CUST-1188,Mary Jones,Home Office,United States,South,North Carolina,Office Supplies,Binders,312.26,1,0,89.92
1159,ORD-2159,02/11/2022,02/13/2022,Standard Class,CUST-1001,Charles Williams,Consumer,United States,Central,Texas,Technology,Phones,1786.83,2,0.15,594.08
1160,ORD-2160,10/01/2022,10/06/2022,Second Class,CUST-1034,Karen Martinez,Corporate,United States,South,North Carolina,Office Supplies,Binders,589.94,9,0.5,-19.03
1161,ORD-2161,05/24/2023,05/29/2023,Same Day,CUST-1232,William Garcia,Corporate,United States,Central,Michigan,Furniture,Chairs,455.35,1,0.15,78.76
1162,ORD-2162,03/05/2023,03/12/2023,Same Day,CUST-1077,Michael Davis,Home Office,United States,Central,Texas,Office Supplies,Art,1861.69,5,0.5,-558.16
1163,ORD-2163,08/25/2023,08/26/2023,First Class,CUST-1164,James Martinez,Home Office,United States,East,New York,Furniture,Chairs,303.88,3,0.2,70.74
1164,ORD-2164,05/06/2022,05/12/2022,Same Day,CUST-1018,Elizabeth Miller,Corporate,United States,South,Florida,Office Supplies,Art,1339.86,9,0.4,-305.78
1165,ORD-2165,03/09/2022,03/10/2022,Same Day,CUST-1166,Jessica Anderson,Corporate,United States,South,Florida,Furniture,Bookcases,72.45,5,0.5,-12.7
1166,ORD-2166,11/06/2023,11/09/2023,Second Class,CUST-1129,Jennifer Smith,Corporate,United States,Central,Texas,Technology,Copiers,1916.55,10,0.5,-748.72
1167,ORD-2167,02/13/2022,02/15/2022,Same Day,CUST-1020,Michael Garcia,Consumer,United States,South,North Carolina,Office Supplies,Paper,487.65,8,0.3,-112.49
1168,ORD-2168,09/22/2023,09/25/2023,Second Class,CUST-1076,Thomas Miller,Corporate,United States,Central,Michigan,Technology,Machines,680.99,8,0,104.05
1169,ORD-2169,06/26/2023,07/01/2023,First Class,CUST-1276,Mary Anderson,Corporate,United States,Central,Texas,Technology,Copiers,1228.8,4,0.3,5.26
1170,ORD-2170,02/22/2023,02/27/2023,Second Class,CUST-1162,Susan Anderson,Home Office,United States,Central,Texas,Office Supplies,Binders,1257.82,2,0.5,-268.59
1171,ORD-2171,10/30/2023,11/06/2023,Second Class,CUST-1021,David Smith,Consumer,United States,South,Georgia,Office Supplies,Storage,87.03,10,0.1,24.86
1172,ORD-2172,03/17/2023,03/18/2023,Standard Class,CUST-1257,Sarah Wilson,Home Office,United States,West,Oregon,Office Supplies,Binders,1917.69,5,0.5,-461.91
1173,ORD-2173,05/24/2023,05/29/2023,Same Day,CUST-1288,Patricia Davis,Home Office,United States,Central,Illinois,Technology,Phones,434.69,9,0.4,-12.78
1174,ORD-2174,01/15/2022,01/21/2022,Second Class,CUST-1133,John Brown,Consumer,United States,West,Oregon,Technology,Accessories,864.71,4,0.15,-65.68
1175,ORD-2175,03/02/2023,03/04/2023,Standard Class,CUST-1040,Elizabeth Martinez,Consumer,United States,Central,Texas,Technology,Machines,1812.85,3,0.1,430.29
1176,ORD-2176,10/04/2022,10/06/2022,Standard Class,CUST-1247,Sarah Anderson,Home Office,United States,East,New Jersey,Furniture,Chairs,235.61,6,0.2,57.81
1177,ORD-2177,04/05/2022,04/08/2022,Standard Class,CUST-1033,David Smith,Consumer,United States,Central,Texas,Furniture,Bookcases,361.03,4,0.5,-88.59
1178,ORD-2178,05/06/2023,05/13/2023,Same Day,CUST-1109,Susan Brown,Consumer,United States,Central,Texas,Furniture,Tables,1266.82,6,0,146.85
1179,ORD-2179,08/21/2022,08/28/2022,First Class,CUST-1189,Joseph Gonzalez,Consumer,United States,South,Florida,Technology,Phones,1317.48,8,0.5,-330.5
1180,ORD-2180,01/04/2022,01/09/2022,First Class,CUST-1238,Susan Smith,Consumer,United States,East,New York,Office Supplies,Paper,717.29,6,0.4,-137.66
1181,ORD-2181,08/31/2023,09/02/2023,Standard Class,CUST-1163,William Brown,Consumer,United States,East,Pennsylvania,Technology,Phones,952.13,9,0.3,-120.59
1182,ORD-2182,04/20/2022,04/21/2022,First Class,CUST-1175,Richard Jones,Corporate,United States,South,Florida,Office Supplies,Binders,1878.71,3,0.4,-400.46
1183,ORD-2183,11/12/2022,11/18/2022,Standard Class,CUST-1071,William Garcia,Home Office,United States,Central,Michigan,Furniture,Furnishings,606.64,1,0,35.45
1184,ORD-2184,04/08/2022,04/11/2022,Standard Class,CUST-1119,Michael Jackson,Consumer,United States,East,Pennsylvania,Office Supplies,Binders,1538.32,2,0.15,412.0
1185,ORD-2185,12/31/2023,01/05/2024,Standard Class,CUST-1207,Sarah Martinez,Consumer,United States,Central,Illinois,Technology,Phones,1871.07,9,0.5,-250.24
1186,ORD-2186,10/03/2022,10/09/2022,Standard Class,CUST-1245,Charles Smith,Consumer,United States,South,Georgia,Furniture,Bookcases,113.59,2,0,8.29
1187,ORD-2187,04/20/2022,04/23/2022,Standard Class,CUST-1009,Jennifer Garcia,Corporate,United States,Central,Texas,Office Supplies,Labels,326.03,4,0.3,53.17
1188,ORD-2188,02/22/2023,02/23/2023,Second Class,CUST-1031,Michael Thomas,Corporate,United States,West,California,Furniture,Tables,1366.01,10,0.15,-10.38
1189,ORD-2189,12/19/2022,12/21/2022,Second Class,CUST-1064,Elizabeth Rodriguez,Home Office,United States,South,Georgia,Furniture,Bookcases,815.0,7,0.3,-171.02
1190,ORD-2190,01/02/2022,01/03/2022,Standard Class,CUST-1128,Charles Garcia,Consumer,United States,Central,Michigan,Technology,Copiers,817.03,5,0.1,72.65
1191,ORD-2191,02/17/2022,02/23/2022,Standard Class,CUST-1108,David Brown,Home Office,United States,East,New York,Furniture,Tables,153.68,3,0.2,-20.65
1192,ORD-2192,12/16/2022,12/18/2022,Same Day,CUST-1266,William Wilson,Home Office,United States,East,Pennsylvania,Office Supplies,Binders,899.68,2,0.1,8.13
1193,ORD-2193,10/13/2023,10/15/2023,Same Day,CUST-1141,Linda Thomas,Corporate,United States,South,Florida,Technology,Accessories,421.5,4,0.15,-17.48
1194,ORD-2194,04/20/2023,04/22/2023,Second Class,CUST-1212,Thomas Martinez,Consumer,United States,Central,Illinois,Furniture,Furnishings,132.2,1,0.5,-44.52
1195,ORD-2195,07/01/2022,07/05/2022,First Class,CUST-1115,Joseph Lopez,Corporate,United States,West,California,Office Supplies,Storage,1540.42,9,0.2,416.86
1196,ORD-2196,10/04/2022,10/06/2022,Same Day,CUST-1113,Linda Thomas,Home Office,United States,Central,Michigan,Office Supplies,Art,965.9,3,0.2,282.32
1197,ORD-2197,01/15/2023,01/20/2023,Same Day,CUST-1011,Thomas Martinez,Consumer,United States,West,Oregon,Furniture,Bookcases,517.07,5,0,57.96
1198,ORD-2198,09/16/2022,09/23/2022,Second Class,CUST-1255,Charles Taylor,Home Office,United States,East,New York,Furniture,Bookcases,496.15,9,0.4,-141.47
1199,ORD-2199,12/08/2023,12/15/2023,Standard Class,CUST-1157,Michael Garcia,Home Office,United States,West,Washington,Furniture,Bookcases,1112.21,6,0.3,221.71
1200,ORD-2200,08/24/2023,08/26/2023,Same Day,CUST-1242,Barbara Brown,Home Office,United States,Central,Texas,Technology,Machines,1261.41,10,0.4,-194.69
1201,ORD-2201,12/11/2022,12/14/2022,Standard Class,CUST-1040,Linda Wilson,Consumer,United States,West,Oregon,Office Supplies,Binders,948.05,9,0.1,236.97
1202,ORD-2202,02/14/2022,02/16/2022,Second Class,CUST-1114,Sarah Anderson,Home Office,United States,West,California,Furniture,Furnishings,939.49,2,0.3,144.52
1203,ORD-2203,02/07/2022,02/10/2022,Same Day,CUST-1108,David Jackson,Consumer,United States,West,Washington,Office Supplies,Binders,33.28,7,0.3,4.85
1204,ORD-2204,04/06/2022,04/13/2022,Same Day,CUST-1142,Linda Johnson,Home Office,United States,West,California,Technology,Phones,508.13,9,0.3,-69.05
1205,ORD-2205,02/26/2023,03/01/2023,Standard Class,CUST-1219,Charles Rodriguez,Home Office,United States,East,Pennsylvania,Office Supplies,Paper,209.19,10,0.3,20.25
1206,ORD-2206,12/14/2023,12/16/2023,Second Class,CUST-1081,David Miller,Consumer,United States,Central,Michigan,Office Supplies,Labels,63.53,10,0,31.15
1207,ORD-2207,07/20/2022,07/27/2022,Second Class,CUST-1017,Joseph Davis,Consumer,United States,East,New Jersey,Technology,Accessories,426.05,5,0.1,82.06
1208,ORD-2208,12/05/2023,12/09/2023,First Class,CUST-1018,John Garcia,Home Office,United States,West,California,Office Supplies,Storage,316.32,3,0,90.73
1209,ORD-2209,06/11/2022,06/13/2022,First Class,CUST-1232,Jennifer Rodriguez,Consumer,United States,South,North Carolina,Furniture,Chairs,155.69,2,0.2,16.26
1210,ORD-2210,06/26/2022,07/01/2022,Standard Class,CUST-1101,Karen Miller,Corporate,United States,West,Washington,Office Supplies,Art,1675.01,5,0.2,264.52
1211,ORD-2211,04/04/2022,04/11/2022,Standard Class,CUST-1287,Linda Moore,Corporate,United States,South,Georgia,Technology,Copiers,1166.99,3,0.5,-473.07
1212,ORD-2212,07/06/2023,07/08/2023,Standard Class,CUST-1124,Karen Moore,Home Office,United States,West,Oregon,Furniture,Tables,1599.9,1,0.1,273.92
1213,ORD-2213,07/05/2023,07/06/2023,Same Day,CUST-1252,Jennifer Johnson,Consumer,United States,East,New York,Office Supplies,Labels,526.72,9,0.15,152.07
1214,ORD-2214,06/15/2023,06/17/2023,First Class,CUST-1236,Sarah Williams,Consumer,United States,West,Oregon,Technology,Phones,1253.43,7,0,220.08
1215,ORD-2215,02/03/2022,02/10/2022,First Class,CUST-1085,John Williams,Home Office,United States,Central,Michigan,Office Supplies,Binders,32.94,1,0,3.68
1216,ORD-2216,05/08/2023,05/15/2023,Standard Class,CUST-1077,Mary Martin,Corporate,United States,East,Pennsylvania,Furniture,Tables,205.54,9,0.5,-59.89
1217,ORD-2217,06/01/2023,06/07/2023,Same Day,CUST-1148,Sarah Jones,Corporate,United States,South,North Carolina,Technology,Phones,586.82,5,0.15,163.33
1218,ORD-2218,10/23/2022,10/28/2022,Same Day,CUST-1240,Mary Taylor,Consumer,United States,East,New York,Furniture,Tables,1247.09,6,0,410.6
1219,ORD-2219,09/09/2022,09/13/2022,Second Class,CUST-1208,Thomas Rodriguez,Corporate,United States,East,New Jersey,Furniture,Bookcases,697.25,2,0.15,130.62
1220,ORD-2220,06/02/2022,06/09/2022,First Class,CUST-1088,Mary Lopez,Home Office,United States,East,Pennsylvania,Furniture,Furnishings,546.12,6,0.1,127.63
1221,ORD-2221,10/03/2023,10/07/2023,Same Day,CUST-1182,Karen Moore,Consumer,United States,East,New Jersey,Technology,Phones,115.54,4,0.1,24.89
1222,ORD-2222,03/04/2022,03/07/2022,Standard Class,CUST-1134,Thomas Brown,Home Office,United States,West,Oregon,Furniture,Chairs,1605.97,7,0,620.28
1223,ORD-2223,07/15/2023,07/19/2023,Standard Class,CUST-1205,Michael Taylor,Corporate,United States,Central,Texas,Technology,Accessories,1001.91,9,0.1,313.36
1224,ORD-2224,05/25/2022,05/31/2022,First Class,CUST-1209,Thomas Jackson,Corporate,United States,West,California,Technology,Phones,806.16,5,0.4,-182.75
1225,ORD-2225,05/14/2022,05/17/2022,First Class,CUST-1043,Patricia Martinez,Corporate,United States,East,New York,Furniture,Furnishings,1447.28,9,0.5,-280.63
1226,ORD-2226,06/10/2022,06/13/2022,Same Day,CUST-1118,Mary Garcia,Home Office,United States,South,North Carolina,Office Supplies,Art,1892.82,5,0.15,-75.38
1227,ORD-2227,12/01/2023,12/03/2023,First Class,CUST-1211,Jessica Gonzalez,Corporate,United States,Central,Illinois,Office Supplies,Labels,594.73,1,0.5,-178.95
1228,ORD-2228,01/13/2023,01/15/2023,Second Class,CUST-1239,David Hernandez,Home Office,United States,East,New Jersey,Furniture,Chairs,1116.62,9,0.3,133.65
1229,ORD-2229,02/08/2022,02/11/2022,First Class,CUST-1100,Michael Miller,Home Office,United States,East,Pennsylvania,Technology,Machines,1376.79,5,0,540.43
1230,ORD-2230,02/09/2023,02/15/2023,Same Day,CUST-1064,Karen Anderson,Home Office,United States,Central,Texas,Technology,Phones,451.54,2,0.1,162.32
1231,ORD-2231,10/09/2023,10/15/2023,Standard Class,CUST-1209,William Davis,Consumer,United States,West,Oregon,Furniture,Chairs,404.0,3,0.1,87.97
1232,ORD-2232,12/02/2022,12/06/2022,Standard Class,CUST-1095,Thomas Smith,Consumer,United States,East,New York,Furniture,Furnishings,199.66,7,0.3,-30.05
1233,ORD-2233,12/09/2022,12/16/2022,Second Class,CUST-1194,Thomas Smith,Corporate,United States,East,Pennsylvania,Technology,Phones,835.9,3,0.3,-147.89
1234,ORD-2234,09/03/2023,09/04/2023,First Class,CUST-1178,Michael Gonzalez,Consumer,United States,South,Florida,Office Supplies,Storage,1921.13,1,0.2,-186.4
1235,ORD-2235,03/14/2022,03/21/2022,Second Class,CUST-1119,Sarah Martinez,Corporate,United States,East,New Jersey,Office Supplies,Labels,255.12,10,0.3,18.09
1236,ORD-2236,08/24/2023,08/26/2023,Second Class,CUST-1038,Jennifer Miller,Consumer,United States,South,Georgia,Office Supplies,Binders,1515.48,4,0.2,338.3
1237,ORD-2237,03/05/2023,03/06/2023,Standard Class,CUST-1188,Sarah Wilson,Home Office,United States,Central,Texas,Office Supplies,Storage,193.53,5,0,85.44
1238,ORD-2238,02/09/2023,02/13/2023,Second Class,CUST-1219,Patricia Brown,Consumer,United States,Central,Texas,Furniture,Furnishings,876.39,1,0.5,-204.81
1239,ORD-2239,01/05/2023,01/09/2023,Second Class,CUST-1234,John Gonzalez,Consumer,United States,West,Washington,Furniture,Tables,801.68,2,0.3,-134.82
1240,ORD-2240,08/12/2022,08/15/2022,Second Class,CUST-1224,Thomas Moore,Home Office,United States,West,California,Furniture,Tables,1796.01,1,0.15,-32.02
1241,ORD-2241,03/11/2023,03/18/2023,First Class,CUST-1021,Thomas Rodriguez,Consumer,United States,South,Florida,Technology,Copiers,1127.13,10,0.1,343.9
1242,ORD-2242,06/25/2023,06/29/2023,Second Class,CUST-1209,Sarah Taylor,Consumer,United States,Central,Texas,Technology,Phones,1562.68,5,0.15,379.98
1243,ORD-2243,09/22/2023,09/28/2023,Standard Class,CUST-1260,John Martin,Corporate,United States,West,Oregon,Technology,Machines,257.03,6,0,76.29
1244,ORD-2244,08/11/2023,08/13/2023,Same Day,CUST-1294,Charles Garcia,Home Office,United States,East,New Jersey,Office Supplies,Storage,1870.57,8,0.4,-647.88
1245,ORD-2245,11/04/2023,11/07/2023,First Class,CUST-1075,Joseph Williams,Home Office,United States,South,Georgia,Technology,Copiers,1662.26,10,0.4,-401.89
1246,ORD-2246,05/31/2022,06/03/2022,Second Class,CUST-1090,Elizabeth Jackson,Consumer,United States,South,Florida,Technology,Accessories,1135.03,1,0.15,2.8
1247,ORD-2247,05/25/2022,06/01/2022,Standard Class,CUST-1286,Mary Wilson,Corporate,United States,West,California,Furniture,Bookcases,1938.53,10,0.2,93.18
1248,ORD-2248,04/14/2023,04/21/2023,Second Class,CUST-1267,Michael Martinez,Home Office,United States,South,Florida,Technology,Phones,841.23,8,0,354.78
1249,ORD-2249,10/28/2023,10/30/2023,First Class,CUST-1002,Sarah Smith,Corporate,United States,Central,Illinois,Technology,Machines,1798.06,3,0.3,-172.19
1250,ORD-2250,12/16/2022,12/17/2022,Second Class,CUST-1223,Barbara Moore,Home Office,United States,East,Pennsylvania,Furniture,Furnishings,1103.01,3,0.5,-201.63
1251,ORD-2251,08/10/2023,08/14/2023,Same Day,CUST-1219,Michael Smith,Consumer,United States,East,New Jersey,Technology,Copiers,695.99,2,0.4,-219.62
1252,ORD-2252,08/09/2023,08/12/2023,Same Day,CUST-1278,Michael Rodriguez,Consumer,United States,West,California,Furniture,Bookcases,1961.14,2,0.5,-222.33
1253,ORD-2253,10/04/2023,10/05/2023,Standard Class,CUST-1264,Linda Smith,Corporate,United States,Central,Michigan,Technology,Machines,1710.73,3,0.5,-368.3
1254,ORD-2254,02/26/2022,02/27/2022,Second Class,CUST-1172,James Williams,Consumer,United States,South,Florida,Office Supplies,Binders,1669.08,7,0.5,-378.47
